content,label,category
#微镜头#【泥水之中，他们摔擒、搏击、匍匐前行…[赞]】野外“魔鬼周训练”期间，战士们冒雨在泥潭中练习摔擒、搏击、举圆木...近日，武警湖南省总队直属支队组织官兵开展野外训练，旨在锤炼特战硬功，提高恶劣条件下处突反恐作战能力。点图，你愿为英勇的战士们点[赞]吗？http://t.cn/R4y3uvb,0,军事
"#台湾新竹空军基地内直升机坠落#现场浓烟漫天，据了解机组内共两人尽皆身亡，目前事故原因尚未调查清楚<imgalt=[并不简单]src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-e0c6936005.png""style=""width:1em;height:1em;""/>（cr：侠客行）心慌的尊者的微博视频",0,军事
太好了，最好全都死光光!!!日美海上军演发生直升机相撞，造成日自卫队36人死亡-据日本朝日新闻报道17日凌晨日美海上演习时两架阿帕奇直升机发生相撞事故，日本自卫队36人下落不明，日本防卫省正在调查事故原因，自今天下午14点已经发现33具...http://t.cn/zjkqlU1,1,军事
【中美海军南海“对峙”！8艘军舰强势“围观”美军准航母！】近日，有卫星拍摄到了“美国”号航母被8艘军舰“围观”的照片，同时在美国官方的大图上一些我军054A护卫舰和052D驱逐舰也出现在背景里。燃新闻的秒拍视频,0,军事
昨天上午，中国核潜发射全球打击的巨浪3型导弹，连发4颗。巨浪3是核导弹，射程13000公里。中国说：对战争的态度是决不先打第一枪，但决不允许对方打第二枪，这就要靠巨浪3了！海军火力的微博视频,1,军事
一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧—昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当将其挖出的时候，发现内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人李指导像失去孩子父亲般失声痛哭。向我们最忠诚的朋友致敬,1,军事
#法国枪击爆炸事件#【法国轰炸叙利亚境内IS投下20枚炸弹】法国防部15日晚发公报称，法10架战机，当天对极端组织“伊斯兰国”在叙利亚的目标实施空袭，共投20枚炸弹，摧毁该组织一个指挥所和一个训练营。此次行动与美军进行了协调。（新华社）http://t.cn/RUQXVke,0,军事
皇军和八路军亲善珍贵史料流出,1,军事
#台湾新竹空军基地内直升机坠落#哎死人就死人砸坏花花草草多不好,0,军事
"一位老母亲在她儿子牺牲在老山前线20年后,终于第一次见到自己唯一儿子的坟墓.为什么20年她才来看儿子的墓?因为她没去云南烈士陵园的路费.儿子的战友找到了烈士的家.他看到她的屋里只有一口破锅,一个土炕,一堆棉花套.老人只靠当地民政每个月给的28元过日子.@作家熊聪颖每天深度挖掘“和谐”里的真相",1,军事
【西班牙&quot;国家报&quot;逍遥法外的红色小王子】近两个月，地震、红会、幼女等热点，中国人似乎已将李天一淡忘。假如像坊间所说李案中被“轮奸”的女孩已撤回供词，那么李天一就可以不负任何刑事责任，只需做义工300到400小时！过几天就可以出国。法律面前人人平等——是笑谈，钱可以解决一切——是真理！,1,军事
@杜歌微博：内部透露，李天一案女主角撤销控诉，已达成和解意向。因李天一未满18岁，且当时已经醉酒，即便诉讼被重判的可能性极低，记李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母并进行了长谈，受害人最终得到极大的物质补偿，包括落实北京户口，工作及一套房产。@老徐时评,1,军事
传原海军副司令员王守业就栽在她的手里-传原海军司令员王守业落马导火索是王的一个文艺女兵情妇，真是印证了一句俚语：阴沟里面翻大船。小美女扳倒了大中将。这个女兵就是南京军区前线文工团蒋雯。　蒋雯成为王...O网页链接,1,军事
据传，俄罗斯击沉美国潜艇：商人特朗普会怎样？,1,军事
云南边境果敢出现缅甸军人抢劫。中国武警火速出击云南边境果敢出现缅甸军人抢劫。中国武警火速出击@优酷,1,军事
【网曝李双江之子事件女主角撤诉获北京户口房产】音乐人杜歌微博截图近日，微博名为“王丰-SCMP”的网友曝出，北京海淀公安分局在21日晚，以涉嫌轮奸刑事拘留了一名叫做“李冠丰”的年轻男子，并暗指这位男子是李双江的儿子李天一。随后，北京警方O网页链接（分享自@凤凰娱乐）,1,军事
【独家组图：巴基斯坦枭龙战机编队为习近平专机护航】4月20日，习近平主席所乘专机进入巴基斯坦领空，巴方枭龙战机编队护航。（央视记者王宇波）,0,军事
#突发#【韩军向中国渔船射击称其侵犯领海】据韩联社消息，韩国海军今日下午2时46分许，向越过半岛西部海域北方界线(NLL)的中国渔船进行了示警射击。报道称遭射击的中国渔船是渔政船。http://t.cn/R4h2FCs,0,军事
【大炮打蚊子？美军用155重炮击落“巡航导弹”俄方表示看不上】近日，美军在白沙导弹靶场成功使用XM1299火炮发射新型超高速炮弹击落一架模拟俄罗斯巡航导弹的无人靶机。五角大楼随后发表声明，称此次试验证实了新型炮弹具备击落敌方空中目标的能力，是一款“革命性”装备。@小央视频http://t.cn/A64SfyM8#美军战情#,0,军事
#中国军队维和牺牲官兵名单#致敬英雄，看一次哭一次王之涵520的微博视频,1,军事
"蔡当局在近来对大陆的挑衅，已经到了丧失理智的疯狂状态。从舆论上，蔡当局及政客不断在公开场合鼓吹""台独""和煽动民众""反中""情绪。蔡当局出卖台湾人民利益，斥巨资高价买美国二手淘汰武器，紧抱美国大腿，一再挑衅大陆政治红线。对此解放军展开雷霆行动，释放强烈信号。美国不是台湾的护身符，反台独，台湾人民才是自己真正的上帝！台湾从古至今，乃至将来、永远都是中国的组成部分！任何分裂祖国的图谋都是枉费心机，蜉撼大树！",0,军事
【美军几天时间就打造一座堡垒】在过去，要修建一座堡垒，需要花费好几个月，乃至几年的时间。但是采用这种技术之后，任何国家的军队几乎可以在数天时间内就打造一座坚固的兵营，而且里面的设施应有尽有。http://t.cn/RUgpcIg,0,军事
重磅！特朗普或将轰炸中国黄岩岛！近日，日本《读卖新闻》披露了一条惊天秘密：特朗普秘密计划轰炸黄岩岛！同时《华盛顿邮报》驻白宫记者菲尔普斯古尔说：“这则消息，是确凿无疑的。”为此椭圆形办公室的幕僚们和五角大楼的鹰派，已经秘密制定了详细的实施计划，只待特朗普一声令下就付诸实施！#美国##黄岩岛#,1,军事
這就是強國法律!李雙江之子李天一強姦罪被拘捕。李的76人律師團領隊、法律大學副校長張愛國教授對媒體表示，李天一因是第一個與被害女子發生關係，所以不構成輪姦罪，只是以判罰較輕的強姦罪批捕，這是律師團所有成員共同努力的結果在強國輪姦都要第一個上！-原文地址：O网页链接,1,军事
#天下#【土耳其总统首次对俄罗斯战机被击落表示遗憾】土耳其总统28日对俄军机被土方击落表示遗憾，同时呼吁与普京会面，这是其首次在公开场合对此事件表示遗憾。土耳其曾拒就击落俄战机表示道歉，俄方对土采取了一系列制裁性措施，包括计划冻结两国免签证安排、暂停军事交往等。http://t.cn/RUgLM2v,0,军事
阿塞拜疆的米格—25与亚美尼亚地面防空系统的对决军武季的微博视频,1,军事
又有新视频了！阿塞拜疆的米格-25与亚美尼亚地面防空系统的对决，两分钟的激战，带你亲历真实的战场！中印边境，南海岛礁，台湾海峡将来会有这样的场面吗？凡事预则立，不预则废。美国为了军火商的利益，迫切需要一个战略对手，中美关系由合作转向对抗。不管未来有没有热战风险，军工股，都应该引起足够重视！网页链接股市刀锋的微博视频,1,军事
#香港唯一抗日烈士纪念碑遭破坏#九一八事变发生后，9月19日凌晨一点张学良不向蒋介石报告；直接下达不抵抗命令。12月21日，日本关东军进攻锦州，蒋介石多次电令张学良抵抗，坚守锦州。为国民政府解决九一八事变争取时间。但张学良却再次下达不抵抗命令，东北彻底丢失！,1,军事
【真实尸横遍野：第四次战役后美军察看志愿军遗体】照片为中国人民志愿军阵亡勇士的遗体，第四次战役结束时拍摄于南朝鲜。这次战役美军收复了“三八线”以北的“堪萨斯线”，化解了中国人民志愿军的“春季攻势”（即第四次战役）。此后，朝鲜战争进入僵持局面。来自@凤凰网历史：O网页链接,1,军事
O网页链接对ISIS残害人质特别是美国人质的暴行，奥巴马总统誓言将其绳之以法，本周三已向国会正式提案，通过海豹（SEAL）突击队实施地面斩首，为了避免滥杀无辜，美军通过高新技术识别普通人与持枪目标的差别，对ISIS极端分子夜间空对地精准打击，看视频，目标无处藏身，一个个被定点清除。,1,军事
[他就是药青伟？]药家鑫在看守所唱《传奇》的视频泄露之后，细心的@再见华尔街发现台下领导席中坐着一位军装男子(第5分钟开始出现)，@云中鹤138认为：他可能就是药家鑫父亲药青伟，是总后西安军事代表局驻西安的军代表。正团级军衔，副师级待遇。http://t.cn/hBm1vl,1,军事
【今天知道了两个事情】一、零下27度泅水渡河，听党指挥的军队真威武。二、刚出版的2013新华字典“自”释义中已无“自由”这个词。,1,军事
我国两艘军舰与日本海军在钓鱼岛海域发生交火，双方态度昭然若揭，日本弹丸之地，要逆天啊,1,军事
【联合国：有能力国采取一切必要措施打击IS】联合国安理会以15票赞成一致通过决议，促请有能力的会员国根据国际法，在叙利亚和伊拉克境内受“伊斯兰国”控制领土上，采取一切必要措施，特别防止和打击伊斯兰国和胜利阵线的恐怖主义行为，摧毁它们在伊拉克和叙利亚相当多的地方建立的庇护所。@联合国,0,军事
#来论#【救的不只是一个日本人】中国海军在也门撤侨行动中帮助一名日本游客乘中国军舰脱离险地。中国军人该不该救那个日本国民？当然应该。漠视一个无辜的、面临死亡威胁的生命，会让我们堕落到幽暗人性的深渊。我们需要告别被害者心态，而应慢慢具备正常大国国民的平和心态。http://t.cn/RAidbJu,0,军事
#天下#【土耳其撤销中国防空导弹合约】外媒称，土耳其已撤消与中国签署的价值34亿美元的“红旗9”远程防空导弹合约。土官员解释说，土耳其要自行研制远程防空系统。2013年9月，土耳其宣布中国公司中标其远程防空和反导弹系统。但因土耳其是北约成员国，此举引发美国和北约的担忧。http://t.cn/RUQMFpg,0,军事
【国际黑客组织戴“V字仇杀队面具”出镜，宣布对IS猛烈开战】当地时间16日，国际著名黑客组织匿名者（Anonymous）在网络上发布视频，向“伊斯兰国”宣战，并称将会“发起有史以来最大的行动”。“请期待大规模网络攻击。战争开始了。请做好准备。”http://t.cn/RU8AE9r（澎湃）,0,军事
【特朗普顾问访台呼吁台湾主动提出先进武器项目】美国当选总统特朗普交接团队顾问，叶望辉与本月6日起访问台湾。连日来，叶望辉在多个场合提到，台湾应当主动向美国提出购买武器的项目，包括此前美国政府拒绝出售的先进武器。不过叶望辉的这番表态显然无法代表特朗普新政府的官方态度。...展开全文c,0,军事
【求证实】中国军方在钓鱼岛首战告捷。中日交火45分钟，日方宙斯盾级足柄号驱逐舰当场被击中沉没，金刚号受损严重，白根号护卫舰返航途中沉没；中方东海舰队徐州号护卫舰受创，一艘海监船沉没，潜艇安全返航。钓鱼岛现被中国军方控制，16架战斗机已起飞支援。济南、南京、福建军区已进入紧急战备状态。,1,军事
灾后四天才到潮南救灾的人民解放军部队，真他妈是生意人！受灾民众说，武警救灾，每人要200元，不给钱不救援宁愿闲坐，汽艇也不借人！更可笑是，部队救援物资要用钱买。PS：难怪你们说多难兴邦啊！国难发财via@潮汕大县令@惠来微博@潮汕之窗@汕头市政府应急办@汕头市潮南区星辉影院@林健锋,1,军事
1）联合国为周恩来去世降半旗是例行公事；2）邓小平与菲律宾总统没有关于南海的对话；3）西点军校没有人学雷锋；4）飞夺泸定桥是虚构的；5）黄继光堵不住机枪眼；6）邱少云被火烧之前已被燃烧弹击中身亡；7）赖宁没有救火，围观时眼镜掉了迷路烧死的；8）雷锋的照片大多是事后摆拍的。,1,军事
CNN飞机✈️被马军方击落！北京时间3月13日10时48分向全球抢先发布独家最新消息：由美国CIA参与此次调查的调查结果显示，已失联五天之久由吉隆坡飞往北京的马来西亚航空公司MH370航班（机型：“波音777”）系于2014年3月8日凌晨2...(全文见图，分享自@长围脖iPhone客户端),1,军事
「内部透露」李天一案女主角撤销控诉，已达成和解意向。因李天一未满18岁，且当时已经醉酒，即便诉讼被重判的可能性极低，记李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母并进行了长谈，受害人最终得到极大的物质补偿，包括落实北京户口，工作及一套房产。,1,军事
钓鱼岛附近已经开火了，中国在封锁消息！我们能做的就是把日本人彻底掩埋！抵制他们到死！转起来我的同胞们！,1,军事
"这应该是最近几天美国警察闹出的最大的一个笑话了，几个警察在路边强行逮捕了一个非裔青年，整个逮捕过程中黑人青年都在询问警察自己被逮捕的罪名，警察们却一直说不出个所以然，估计就是看这个黑兄弟不顺眼。然后高潮来了，黑人青年在被铐住之后，警察们在他的裤兜里搜出了他的钥匙，他的钱包，还有他钱包里的……FBI工作证<imgalt=[允悲]src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png""style=""width:1em;height:1em;""/><imgalt=[允悲]src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png""style=""width:1em;height:1em;""/><imgalt=[允悲]src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png""style=""width:1em;height:1em;""/>警察随后很尴尬地帮小哥松了绑，FBI黑人小哥临走之前也收走了这几名警察的名片，只留下了几个悔不当初的警察在风中集体凌乱……#美国至少15个州已启用国民警卫队##美国暴乱##美国#掷弹兵军品行的微博视频",1,军事
马兆麟1915年2月生于甘肃省靖远陡城，黄埔军校第六期学生。1936年黄埔军校毕业，分到96军177师1058团，先后担任2营排长、连长、营长。1941年任1058团团长，在中条山战役中被任命为84师师长、17军代军长。至今一直生活在甘肃农村，捡破烂为生，生活十分凄惨。,1,军事
转发微博,0,军事
【台军一架武装直升机坠毁蔡英文当天上午才刚看完该机演习】#台湾新竹空军基地内直升机坠落#据“联合新闻网”7月16日报道，一架参与汉光36号演习的编号616的台湾“陆军”OH-58D型战斗侦察直升机于当天下午3时28分坠毁在新竹机场，两名飞行员送医抢救，台湾防务部门正在调查事故原因。台湾防务部门表示，这架直升机是7月16日上午蔡英文观摩的甲南海滩联合反登陆实弹演习任务机之一。而航特部同一机型数月前才发生坠落事故，经调查是人为原因，机上教官因此受惩并被调离飞行岗位。另据台媒的最新报道，这架OH-58D直升机15点25分才刚起飞，15点28分就传出坠地消息，起飞不过3分钟时间。机组人员共2人，目前已无生命迹象，已送医急救。#台湾武装直升机在蔡英文观摩后坠毁#http://t.cn/A6yWJjbq,0,军事
30多年过去了，美军一直在寻找在柬埔寨，越南，老挝，失踪美军士兵遗骸“挖地三尺”也要找到在亚洲阵亡士兵的遗骸！就为了“带每个人回家”这个承诺，这项工作从来没有停止过！任何人只要找到阵亡的美军遗骸，可以得到25万美元，帮助申请移民美国！终于明白了人民的祖国，任何时候都不会抛弃他的人民。,1,军事
【峰回路转！李天一案受害人撤销控诉！】北京消息：双方已达成和解意向！因李未满18，且当时已醉酒！经李天一及其4名嫌疑人家长奔走，最终联系上女孩父母，并进行“长谈”！受害人最终得到极大的物质补偿：落实北京户口、工作、一套房产！真的吗？权钱再次战胜法律？http://t.cn/zYOyA8n@杂谈五味,1,军事
打了，打了。中日#釣魚島#開戰了。中日釣魚島激戰45分鐘擊沉一艘日艦。O网页链接,1,军事
"【中国特种兵】抗战时国军一新兵的枪被同伴收起来了。他以为枪没了,吓了一身冷汗。于是趁天黑摸到鬼子的阵地干死几个鬼子拿了3支步枪和一挺机枪就往回跑,在回跑的过程中竟然还击毙了8名日本鬼子。他这次私下行动一共打伤打死23名鬼子,简直就是奇迹。后来被授予青天白日奖章,此人乃中国特种兵的始祖。转",1,军事
【今天，来重读这位英雄的#抗战家书#】1938年，袁国平赴皖南与叶挺、项英一起指挥新四军深入敌后游击作战。期间他写家书：“愿以最后一滴血贡献于国家民族”。1941年“皖南事变”，袁国平为不连累战友突围，饮弹自尽、壮烈牺牲。重读抗战家书，向英雄致敬：http://t.cn/R4ZMTRI（央视记者马力）,0,军事
「强权，你赢了！」据北青网报道，经过李天一律师团的努力，李天一的轮奸罪名将被否定，理由，李天一是第一个实施性侵的，因而不构成罪重的轮奸罪，只会被判决刑罚较轻的强奸罪。评：屁民为结婚偷辆自行车无人关注都要判十年，红二代为性瘾轮奸女性舆论重压下仍只需几年，强权，我服了，你赢了！,1,军事
【当心！间谍不只出现在电视剧里】10月，一名专门刺探军事情报的间谍于吉林省长白县被抓获，口袋中藏有一张手绘的我军边境一线兵力分布图[吃惊]伪装成游客、在进口的设备中植入木马……间谍情报机关活动其实很猖獗！维护国家安全人人有责，应多像朝阳区群众学习啊[酷]http://t.cn/RUm424B,0,军事
#钓鱼岛#真的开火了!!五星红旗首战领先!!,1,军事
#塞尔维亚总统求助中国#据俄罗斯媒体报道称，近期日本委托驻日美军运输机调运我国捐赠日方的2000个检测试剂盒，结果在运输过程中，美方却突然告知日本这批试剂盒已被运至美国本土。美空军官员随后解释称，“由于失误”导致这批物资被“错运”到美国本土，对此日方并不认可美军官员的说辞！那觉得美军的行为是否真是由于“失误”？,1,军事
"【荷兰领馆哭了：""憋""砸了俄罗斯领馆在隔壁[doge][喵喵]】据说，俄军战机“侵犯”土耳其领空后，怒气冲冲的伊斯坦布尔民众第一时间杀向了俄罗斯领馆——的隔壁，荷兰领馆。冒着“蛋雨”，欲哭无泪的荷兰总领事发了这么条推特：“老是不爽的土耳其示威者错把我们当成邻居俄罗斯领事馆了。”",0,军事
【狗屁地雷战】传说地雷战让日军闻风丧胆，令八路军威名远播！事实却是9个日军在山东海阳驻扎8年，管理全县，日本投降后全部安全回国。2000多次的地雷战，基本是晚上埋地雷，白天挖出来，总共炸死了三个伪军和2000多农民。每次爆炸后警察来破案，英勇无比的八路就逃得无影无踪。——92岁老人张铁回忆录,1,军事
追打推销军鞋“迷彩男”，6村民被刑拘5月8日，广西隆林。4名身着迷彩服的辽宁籍男子在一村庄街上推销军用皮鞋，与群众起冲突被群众追赶殴打。今日头条假军人倒卖违劣假军品，伸张正义被刑拘，天理何在？现在的政府已经不是人民政府了。网页链接,0,军事
近日美国军舰在台湾海峡航行，中国驻美国大使公使李克新发言说：美国军舰抵达高雄之日，就是我解放军武力统一台湾之时！风之子FC的微博视频,1,军事
#徐州身边事#昨日，在徐州六中附近路口拍到一位中学生校服写满了同学的名字，想必她是一位初三毕业生，若干年过后，这件衣服必然是珍贵的回忆，也祝她高考顺利。,0,教育考试
我们小时候没有汽车，骑自行车会很开心。我们没有华丽的衣服，穿的确良会也很自尊自爱。我们没有ipad，但是我们弹弹玻璃球也会开心快乐。我们在教室里是兄弟姊妹，内心没有贫富的差异。如今的孩子看上去得到了很多，其实却失去了一个少年儿童最应该具备的幸福感和健康身心。难道几十年中国教育错了吗？,0,教育考试
#安徽歙县因暴雨高考语文延期#水到屁股位置了，官方说“应该还是原来的试卷。”还用原来试卷合理吗？现在信息这么发达！除非不是全国统考。北京·国贸CBD,1,教育考试
高考结束班主任被打，学生还能不能管了？涉事学生家长系乐至县两所学校的老师，刘剑系乐至县住建局党委委员、房屋征收局副局长。只是行政拘留肯定轻了，这个恶劣的情况将进一步增加老师群体的失望。,0,教育考试
校长：达洼18923491809请转贴不会很麻烦，如果有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福,1,教育考试
学校要求转发：各位家长请一定要看看，遵义石羊二中，前天发生一起惨剧。一名初中女生，上课铃响，急急忙忙往座位上跑，中间一个男生把脚伸过去故意绊她一下，本来只是个玩笑。这个女孩子直接一头撞在桌上，等救护车赶来的时候，人就不行了。女孩子的家长到学校哭得昏天黑地。当时家长女孩的妈妈悲伤过度，气死于回家的路上、一下走了两母女！男孩子家庭困难，赔不起。现在全班学生在做心理辅导。家长一定要教育小孩子，千万不要开过度的玩笑，千万不要故意绊人，不要抽板凳等等，这种玩笑开不起……带来的只有悲剧。举起手转发出去，让更多孩子认识到危险性吧！”家族群，村群，班级群，年级群，越早让孩子知道越好，防范未然，安全重于泰山！,1,教育考试
以前在学校犯了错，回家还得挨顿胖揍，事过境迁，老师这职业有时候也就尴尬了秒拍视频,0,教育考试
全国政协委员、北京中华民族博物馆馆长王平建议不鼓励农村孩子上大学，认为他们即使留城也是二等公民。知识就是力量，知识改变命运，这么简单的道理，王委员不懂吗？疯涨的GDP掩盖不了目前位居庙堂之上当政议政人士的无耻，这样自高自大，信口开河的委员还是尽早下台，去做你的一等公民吧！,1,教育考试
拣到白娅倩的准考证，考号是204101311。有谁认识此小朋友请让她\\\\他与13830468131的人联系，别耽误了高考，大家帮忙转发一下。谢谢！转一个@1024快乐出发,1,教育考试
#老宋有话说##西安身边事#【#西工大附中举报门#被官方回复“省略”的事实】近日，西工大附中学生向碑林区教育局举报学校在重污染天气Ι级应急响应的情况下违规上课，反遭报复。小漂总结了被官方回复“省略”的事实：1、碑林区教育局干部吴某为何会将举报电话判定为“个别培训机构”恶意投诉并转给西...展开全文c,0,教育考试
【马上评｜拒绝盲人新生住校，东北师大的冷漠让残疾考生心寒】在今年高考中，安徽籍盲人考生王宠以超出一本线88分的成绩被东北师大录取。但在办理入学手续时，被学校要求不能住学生宿舍，而要家长陪同在校外租房生活。此举让无力支付校外租房费用及其他生活开支的王宠一家陷入困境。此外，对于王宠父亲提出的“希望学校给王宠配备导盲犬或助残车”的要求，校方也未正面回应。作为一个盲人考生，王宠取得如此佳绩，需要付出多少艰苦努力，不难想象。梦想实现之时，却因为校方的一句“为了安全考虑”，无法像其他学生一样在大学生活，还为家庭带来无法承受的经济压力，残疾学生求学道路之艰难，由此可见一斑。很大程度上来说，东北师大的做法，在高校维护残疾学生权益方面充当了反面教材，其冷漠与傲慢让残疾考生心寒。高校是教书育人的净土，在关爱残疾人士方面，理应做出表率，起码也不应当落后。|马上评｜拒...,0,教育考试
白岩松究竟想干嘛？----挺你！一定挺你！！,1,教育考试
【我爸是市长】儿子打死同学，校长老师旁观。因为老师不让他们作弊，然后有位同学王某喊了句“不要打老师”。两天之后，这几名恶少找到了该学生，在学校里进行了毒打恶少殴打王某时校长和3名老师冷眼旁观，最后该15岁初三学生被打死，三名凶手逃逸，打人者中有一位是市长的宝贝公子,1,教育考试
【高校班长发起床红包】每天早上6点20，武昌工学院某群便炸开了锅，原来是班长在发红包叫同学起床。学校规定，新生每早6点40必须出操。天气变冷后，总有一部分学生赖床，于是班长王帅和王云鹏用在班级群发红包的方式叫学生起床。http://t.cn/R4hGHcG,0,教育考试
【#将生死置之度外#当事学生道歉】关于@青岛大学学生请假一事，当事人@雨润心扉h回应：“谢谢大家对姥姥的祝福，发生在微博上的事超出了我的预料，给学校到来不好的影响真心说一声抱歉。”@青岛大学随后转发表示有新消息会及时通报。网友疑问为什么不是当事老师道歉？,0,教育考试
【“史上最严”国考：组织作弊最高获刑7年】这次国考，2.7万个招录名额共吸引近140万人报名，招考人数创历史新高，但是，平均竞争比却是5年来最低。本次国考也被称为史上最严，因《刑法修正案(九)》实施，出现组织作弊行为将最高获刑7年。,0,教育考试
友情转发：师兄捡到一张市一中考场为013座位号为11，准考证号为204101311姓名为白娅倩的高考准考证。请失主联系13830468131。。。。。。,1,教育考试
【女学霸出车祸后】首都师范大学排名No.5的女学霸，王大芳，曾连续七次获得全校最高奖学金。上周末，在外出做家教途中发生了一次小车祸，感觉身体没什么大伤后，王大芳同学利用等待交警的时间背了107个英语古典文学词汇，同时也很好的保护了车祸现场。O网页链接,1,教育考试
#信阳身边事#【核载5人，实载25名幼儿！息县警方查处一辆“黑校车”！】1月15日，信阳息县警方查处一起“黑校车”严重超员交通违法案件。当日下午4时许，息县公安局孙庙派出所民警在省道337线范楼村巡逻时发现，一辆面包车歪歪斜斜地从西向东方向驶来。经调查，该车核载5人，实载27人（含1名驾驶人、1名老师），超员22人（均系幼儿）。该车不是专业校车，驾驶员张某海没有经过交警部门的校车驾驶资格审核，车辆也没有经过县政府的校车许可，没有领取《校车标牌》，系典型的“黑校车”接送学生上下学，且车辆严重超员，存在重大交通安全隐患。1月16日，张某海、张某水二人被息县公安局依法刑事拘留。（中国网）,0,教育考试
#长春爆料#【马上要解放了？真的假的?】长春学校开学时间：高三，初三，3月2日开学，高一，高二，初一，初二，3月9日开学，小学4一6年级，3月16日开学，幼儿园，小学1一3年级，大学，职校继续延时，直至疫情消除。市政府会议精神，3月16日居民出行正常化，17日公交正常化，18日逐步企业生产和市场经营正常化，22日重点场所正常化，25日机场、高速、动车、国道正常化。目前为止待在家里！等待通知！,1,教育考试
#常德身边事#【曝常德一中学防学生抽烟出新规将男厕门锁下】据网友@礼拜天天天天天天天天天爆料，常德某中学近日为防止学生抽烟，出台新规，将男生厕所的门锁下了。另外，高三学生上课期间上厕所，无论原因一律休学至高考。求证？真的吗？,0,教育考试
此女孩名叫刘海燕20岁，湖南常德人以698分考入美国哈佛大学，美国举行全国学术论坛，以第一名夺冠回国师姐的日常的秒拍视频,1,教育考试
我航太吊！,1,教育考试
目前针对袭击伤害小学、幼儿园案件的增多，某幼儿园打出的横幅：“冤有头、债有主，前面右转是政府”。,1,教育考试
《北大猛男，持刀刺官！！！》“可歌可泣”的是王同学投案自首之后冷冷说了一句话是“我并不后悔。是他们不让我依靠自力生存！！！！！！”微评：认真读图文字，不要说话！[泪],1,教育考试
【北大院长王子涵深夜性侵犯女孩】2月26日晚11点多，郑州巡警接到报警，说一个女孩在宾馆受到性侵犯。民警赶到现场时，受害人小王的老板说：“我是北京大学明伦管理学院的副院长，我叫王子涵，我告诉你，别拍了！”O网页链接,1,教育考试
3月20日，6年级的佐藤隆志将从福岛市市立大波小学毕业。他是学校唯一的一名学生。今年4月学校就将关闭。想到即将离开“一个人”的学校，却让他觉得有些寂寞。文章就讲述了他在学校的“一个人”的生活。（by视角_日本),0,教育考试
福建专升本超话学长学姐们，有必要报教育机构的协议班吗？还是普通班就行？,0,教育考试
尊敬的天津日报领导：我们是天津南开五马路小学家长，我们对贵报记者房志勇在10月24日在贵报发表的题为《让阳光午餐心明眼亮》报道感到极大的愤怒和强烈抗议。同时举报该房姓记者捏造事实，片面报道。证据如下：1.该记者报道的所谓五马路小学事件中，学生身穿非五马路小学校服；2.我们家长和学生未接到展开全文c,0,教育考试
#法律伴你行#【父母及其他监护人的法律责任】《未成年人保护法法》第六十二条　父母或者其他监护人不依法履行监护职责，或者侵害未成年人合法权益的，由其所在单位或者居民委员会、村民委员会予以劝诫、制止;构成违反治安管理行为的，由公安机关依法给予行政处罚。,0,教育考试
良心大叔因怒斥幼儿园意外走红：300个孩子3斤肉，这饭我没法做这样的大叔来多点吧,1,教育考试
#信阳身边事#【多名信阳高中学生集体反应信阳各高中学校未重视《信阳市教育局要求严禁假期补课要求》】自信阳教育部门严禁，各县区严格保证中小学寒假放假时间，统一安排放假、开学时间，不得随意变更，的信息发出后。得到多名学生集体短信电话反应学校未遵守教育部门的要求！希望教育部门督促各校，...展开全文c,0,教育考试
【宁波一中学图书馆无门无管理员馆名叫“信任”】有人问：怎么不设管理员？校长：6人一年30万工资，只要丢书不超30万就值；偷书是受教育不够，多看书多受教育，偷拿过书也会放回书架。年终盘点，原来10万册书变成了10万6千册。不教而诛谓之虐，为什么总有人说中国人素质低？,1,教育考试
"【[话筒]在校生必看：2016届高校毕业生就业月历[耶]】“考研大军”、”国考大军“、”就业大军""，童鞋们，你们是哪个阵营的？无论选择哪条路都没关系，转发收藏此图，最后几个月就按这个节奏前行！所有在校生都值得参考的日历↓↓↓祝福，转给你身边的毕业生吧！加油！（央视新闻）",0,教育考试
转：四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学，邮编：627350校长：达洼15884044467如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天！❤,1,教育考试
